"date","value","volume"
"2017-09-13","1041","1872"
"2017-09-15","1150","1"
"2017-09-18","1175","200"
"2017-09-19","1200","3994"
"2017-09-20","1200","630"
"2017-09-21","1200","3013"
"2017-09-22","1200","670"
"2017-09-25","1200","730"
"2017-09-26","1200","1600"
"2017-09-27","1196","600"
"2017-10-03","1175","205"
"2017-10-04","1200","1702"
"2017-10-05","1200","2098"
"2017-10-06","1200","4441"
"2017-10-09","1200","27"
"2017-10-10","1200","4173"
"2017-10-11","1200","18662"
"2017-10-12","1200","289"
"2017-10-13","1200","2536"
"2017-10-16","1351","19"
"2017-10-17","1372","530"
"2017-10-18","1370","219"
"2017-10-19","1333","2841"
"2017-10-20","1323","21"
"2017-10-23","1307","539"
"2017-10-25","1300","281"
"2017-10-30","1300","1701"
"2017-10-31","1300","122"
"2017-11-01","1300","9000"
"2017-11-02","1300","730"
"2017-11-03","1300","9"
"2017-11-06","1300","521"
"2017-11-08","1329","1200"
"2017-11-13","1257","580"
"2017-11-14","1201","1721"
"2017-11-15","1202","1063"
"2017-11-16","1201","1022"
"2017-11-20","1210","4274"
"2017-11-21","1208","9511"
"2017-11-22","1241","1685"
"2017-11-23","1213","5530"
"2017-11-24","1252","2510"
"2017-11-27","1300","1390"
"2017-11-29","1250","1000"
"2017-11-30","1250","322"
"2017-12-01","1263","2674"
"2017-12-04","1256","2326"
"2017-12-05","1275","200"
"2017-12-06","1250","400"
"2017-12-08","1265","2500"
"2017-12-11","1276","600"
"2017-12-12","1285","100"
"2017-12-13","1251","41"
"2017-12-14","1253","2139"
"2017-12-19","1270","5"
"2017-12-22","1190","11856"
"2017-12-25","1210","1427"
"2017-12-26","1210","219"
"2017-12-27","1117","300"
"2017-12-28","1211","900"
"2018-01-08","1200","6111"
"2018-01-09","1171","2640"
"2018-01-10","1151","889"
"2018-01-15","1199","150"
"2018-01-18","1200","8"
"2018-01-19","1200","2"
"2018-01-24","1200","12"
"2018-01-26","1199","1"
"2018-01-29","1151","50"
"2018-01-31","1180","4000"
"2018-02-01","1200","25610"
"2018-02-07","1199","10"
"2018-02-08","1166","300"
"2018-02-09","1130","100"
"2018-02-12","1150","451"
"2018-02-14","1197","1827"
"2018-02-15","1200","100"
"2018-02-19","1200","1150"
"2018-02-21","1219","24"
"2018-02-23","1190","4"
"2018-02-28","1150","6"
"2018-03-01","1150","26"
"2018-03-05","1190","505"
"2018-03-15","1200","10"
"2018-03-20","1200","4526"
"2018-04-03","1200","80139"
"2018-04-04","1201","9500"
"2018-04-06","1199","2"
"2018-04-09","1199","3"
"2018-04-19","1050","1"
"2018-04-23","1052","3"
"2018-05-03","1053","201"
"2018-05-09","1150","1"
"2018-05-10","1100","143"
"2018-05-11","1100","100"
"2018-05-14","1100","4762"
"2018-05-15","1100","6937"
"2018-05-16","1100","64"
"2018-05-17","1103","5218"
"2018-05-18","1095","82"
"2018-05-21","1023","4"
"2018-05-23","1100","3144"
"2018-05-24","1100","1700"
"2018-05-25","1100","158"
"2018-05-31","1147","4"
"2018-06-04","1100","1003"
"2018-06-05","1100","43"
"2018-06-08","1066","38"
"2018-06-19","1011","570"
"2018-06-20","1047","2385"
"2018-06-21","1000","1606948"
"2018-06-25","1000","5"
"2018-06-26","1000","400000"
"2018-06-27","1000","1375"
"2018-06-29","1050","576"
"2018-07-02","1045","55"
"2018-07-03","1002","503"
"2018-07-05","1050","3"
"2018-07-09","960","36"
"2018-07-10","1050","29"
"2018-07-16","1000","59780"
"2018-07-19","1000","790"
"2018-07-20","1000","1000"
"2018-07-23","1000","20940"
"2018-07-24","1000","1200"
"2018-07-26","1000","315"
